MODEL_NAME,FUEL,BORE,STROKE,LEN_CONROD,COMP_RATIO,NUM_CYL,MASS_PISTON,MASS_CONROD,A_CONROD,SIGMA_FAT_CONROD,DIAM_BEARING,DIAM_BIG_END
Nissan 1.8L Petrol, PETROL,0.08,0.088,0.1406,9.62,4,0.324,0.493,0.000152, 200 * 10 ** 6,0.05,0.04
